,NAME,GEO_ID,MEDIAN_HOUSEHOLD_INCOME_2010,MEDIAN_RENT_2010,state,county,tract
365,"Census Tract 108, Kings County, New York",36047010800,37953,1032,36,047,010800
366,"Census Tract 110, Kings County, New York",36047011000,37083,465,36,047,011000
367,"Census Tract 112, Kings County, New York",36047011200,24819,1731,36,047,011200
368,"Census Tract 114, Kings County, New York",36047011400,40779,980,36,047,011400
369,"Census Tract 116, Kings County, New York",36047011600,31315,862,36,047,011600
370,"Census Tract 117, Kings County, New York",36047011700,64471,803,36,047,011700
371,"Census Tract 118, Kings County, New York",36047011800,40170,433,36,047,011800
372,"Census Tract 119, Kings County, New York",36047011900,55156,466,36,047,011900
373,"Census Tract 120, Kings County, New York",36047012000,31750,252,36,047,012000
374,"Census Tract 121, Kings County, New York",36047012100,54336,503,36,047,012100
375,"Census Tract 122, Kings County, New York",36047012200,44722,1109,36,047,012200
376,"Census Tract 126, Kings County, New York",36047012600,35061,616,36,047,012600
377,"Census Tract 127, Kings County, New York",36047012700,24656,1331,36,047,012700
378,"Census Tract 128.01, Kings County, New York",36047012801,54688,504,36,047,012801
379,"Census Tract 129.01, Kings County, New York",36047012901,85989,639,36,047,012901
380,"Census Tract 129.02, Kings County, New York",36047012902,75972,664,36,047,012902
381,"Census Tract 130, Kings County, New York",36047013000,46037,1288,36,047,013000
382,"Census Tract 131, Kings County, New York",36047013100,91667,1254,36,047,013100
383,"Census Tract 132, Kings County, New York",36047013200,36007,405,36,047,013200
384,"Census Tract 133, Kings County, New York",36047013300,88851,963,36,047,013300
385,"Census Tract 134, Kings County, New York",36047013400,62557,667,36,047,013400
386,"Census Tract 135, Kings County, New York",36047013500,90833,797,36,047,013500
387,"Census Tract 136, Kings County, New York",36047013600,61534,904,36,047,013600
388,"Census Tract 137, Kings County, New York",36047013700,76058,998,36,047,013700
389,"Census Tract 138, Kings County, New York",36047013800,51563,1003,36,047,013800
390,"Census Tract 139, Kings County, New York",36047013900,60659,1184,36,047,013900
391,"Census Tract 140, Kings County, New York",36047014000,51942,388,36,047,014000
392,"Census Tract 141, Kings County, New York",36047014100,78674,599,36,047,014100
393,"Census Tract 142, Kings County, New York",36047014200,53622,956,36,047,014200
394,"Census Tract 143, Kings County, New York",36047014300,58571,953,36,047,014300
395,"Census Tract 145, Kings County, New York",36047014500,49842,1160,36,047,014500
396,"Census Tract 147, Kings County, New York",36047014700,60184,609,36,047,014700
397,"Census Tract 148, Kings County, New York",36047014800,95833,88,36,047,014800
398,"Census Tract 149, Kings County, New York",36047014900,90175,1306,36,047,014900
399,"Census Tract 150, Kings County, New York",36047015000,66136,229,36,047,015000
400,"Census Tract 151, Kings County, New York",36047015100,106955,920,36,047,015100
401,"Census Tract 152, Kings County, New York",36047015200,54758,273,36,047,015200
402,"Census Tract 153, Kings County, New York",36047015300,102295,760,36,047,015300
403,"Census Tract 154, Kings County, New York",36047015400,-666666666,0,36,047,015400
404,"Census Tract 155, Kings County, New York",36047015500,102480,781,36,047,015500
405,"Census Tract 157, Kings County, New York",36047015700,113924,899,36,047,015700
406,"Census Tract 159, Kings County, New York",36047015900,103173,1263,36,047,015900
407,"Census Tract 160, Kings County, New York",36047016000,48833,1366,36,047,016000
408,"Census Tract 161, Kings County, New York",36047016100,100272,905,36,047,016100
409,"Census Tract 162, Kings County, New York",36047016200,85781,408,36,047,016200
410,"Census Tract 163, Kings County, New York",36047016300,74732,851,36,047,016300
411,"Census Tract 164, Kings County, New York",36047016400,70284,175,36,047,016400
412,"Census Tract 165, Kings County, New York",36047016500,116341,1141,36,047,016500
413,"Census Tract 166, Kings County, New York",36047016600,71500,111,36,047,016600
414,"Census Tract 167, Kings County, New York",36047016700,108144,930,36,047,016700
415,"Census Tract 168, Kings County, New York",36047016800,66964,117,36,047,016800
416,"Census Tract 169, Kings County, New York",36047016900,72230,1337,36,047,016900
417,"Census Tract 170, Kings County, New York",36047017000,59643,359,36,047,017000
418,"Census Tract 171, Kings County, New York",36047017100,90906,680,36,047,017100
419,"Census Tract 172, Kings County, New York",36047017200,46250,291,36,047,017200
420,"Census Tract 174, Kings County, New York",36047017400,51080,270,36,047,017400
421,"Census Tract 175, Kings County, New York",36047017500,-666666666,11,36,047,017500
422,"Census Tract 176, Kings County, New York",36047017600,36875,400,36,047,017600
423,"Census Tract 177, Kings County, New York",36047017700,-666666666,0,36,047,017700
424,"Census Tract 178, Kings County, New York",36047017800,52327,353,36,047,017800
425,"Census Tract 179, Kings County, New York",36047017900,52463,958,36,047,017900
426,"Census Tract 180, Kings County, New York",36047018000,33900,545,36,047,018000
427,"Census Tract 181, Kings County, New York",36047018100,75658,1456,36,047,018100
428,"Census Tract 182, Kings County, New York",36047018200,37138,580,36,047,018200
429,"Census Tract 183, Kings County, New York",36047018300,83105,723,36,047,018300
430,"Census Tract 184, Kings County, New York",36047018400,36367,147,36,047,018400
431,"Census Tract 185.01, Kings County, New York",36047018501,22005,1110,36,047,018501
432,"Census Tract 186, Kings County, New York",36047018600,45417,309,36,047,018600
433,"Census Tract 187, Kings County, New York",36047018700,59286,427,36,047,018700
434,"Census Tract 188, Kings County, New York",36047018800,72530,341,36,047,018800
435,"Census Tract 190, Kings County, New York",36047019000,36913,1026,36,047,019000
436,"Census Tract 191, Kings County, New York",36047019100,51700,562,36,047,019100
437,"Census Tract 192, Kings County, New York",36047019200,37120,372,36,047,019200
438,"Census Tract 1, Kings County, New York",36047000100,85396,933,36,047,000100
439,"Census Tract 2, Kings County, New York",36047000200,54688,153,36,047,000200
440,"Census Tract 3.01, Kings County, New York",36047000301,160833,936,36,047,000301
441,"Census Tract 5.01, Kings County, New York",36047000501,80107,864,36,047,000501
442,"Census Tract 5.02, Kings County, New York",36047000502,89545,850,36,047,000502
443,"Census Tract 7, Kings County, New York",36047000700,129097,1007,36,047,000700
444,"Census Tract 9, Kings County, New York",36047000900,97385,1298,36,047,000900
445,"Census Tract 11, Kings County, New York",36047001100,73269,46,36,047,001100
446,"Census Tract 13, Kings County, New York",36047001300,92599,195,36,047,001300
447,"Census Tract 15, Kings County, New York",36047001500,51875,865,36,047,001500
448,"Census Tract 18, Kings County, New York",36047001800,-666666666,0,36,047,001800
449,"Census Tract 20, Kings County, New York",36047002000,34063,277,36,047,002000
450,"Census Tract 21, Kings County, New York",36047002100,163147,650,36,047,002100
451,"Census Tract 22, Kings County, New York",36047002200,38070,1105,36,047,002200
452,"Census Tract 23, Kings County, New York",36047002300,18702,1550,36,047,002300
453,"Census Tract 29.01, Kings County, New York",36047002901,9001,980,36,047,002901
454,"Census Tract 30, Kings County, New York",36047003000,58864,290,36,047,003000
455,"Census Tract 31, Kings County, New York",36047003100,63286,306,36,047,003100
456,"Census Tract 33, Kings County, New York",36047003300,80662,936,36,047,003300
457,"Census Tract 34, Kings County, New York",36047003400,58393,644,36,047,003400
458,"Census Tract 35, Kings County, New York",36047003500,50550,560,36,047,003500
459,"Census Tract 36, Kings County, New York",36047003600,54365,1284,36,047,003600
460,"Census Tract 37, Kings County, New York",36047003700,75260,127,36,047,003700
461,"Census Tract 38, Kings County, New York",36047003800,82216,147,36,047,003800
462,"Census Tract 39, Kings County, New York",36047003900,55972,735,36,047,003900
463,"Census Tract 41, Kings County, New York",36047004100,89205,951,36,047,004100
464,"Census Tract 43, Kings County, New York",36047004300,109569,919,36,047,004300
465,"Census Tract 44, Kings County, New York",36047004400,83068,193,36,047,004400
466,"Census Tract 45, Kings County, New York",36047004500,102992,986,36,047,004500
467,"Census Tract 46, Kings County, New York",36047004600,57321,104,36,047,004600
468,"Census Tract 47, Kings County, New York",36047004700,104875,298,36,047,004700
469,"Census Tract 49, Kings County, New York",36047004900,80114,705,36,047,004900
470,"Census Tract 50, Kings County, New York",36047005000,68068,516,36,047,005000
471,"Census Tract 51, Kings County, New York",36047005100,85870,588,36,047,005100
472,"Census Tract 52.01, Kings County, New York",36047005201,24917,886,36,047,005201
473,"Census Tract 52.02, Kings County, New York",36047005202,64044,663,36,047,005202
474,"Census Tract 53, Kings County, New York",36047005300,68393,729,36,047,005300
475,"Census Tract 54, Kings County, New York",36047005400,49375,985,36,047,005400
476,"Census Tract 56.01, Kings County, New York",36047005601,57847,866,36,047,005601
477,"Census Tract 56.02, Kings County, New York",36047005602,56713,429,36,047,005602
478,"Census Tract 58, Kings County, New York",36047005800,50785,1196,36,047,005800
479,"Census Tract 59, Kings County, New York",36047005900,53826,486,36,047,005900
480,"Census Tract 60, Kings County, New York",36047006000,66250,744,36,047,006000
481,"Census Tract 62, Kings County, New York",36047006200,52339,864,36,047,006200
482,"Census Tract 63, Kings County, New York",36047006300,85046,778,36,047,006300
483,"Census Tract 64, Kings County, New York",36047006400,58269,988,36,047,006400
484,"Census Tract 65, Kings County, New York",36047006500,82003,1785,36,047,006500
485,"Census Tract 66, Kings County, New York",36047006600,47119,1185,36,047,006600
486,"Census Tract 67, Kings County, New York",36047006700,107851,1022,36,047,006700
487,"Census Tract 193, Kings County, New York",36047019300,40861,1063,36,047,019300
488,"Census Tract 194, Kings County, New York",36047019400,32327,677,36,047,019400
489,"Census Tract 195, Kings County, New York",36047019500,50938,942,36,047,019500
490,"Census Tract 196, Kings County, New York",36047019600,43421,1077,36,047,019600
491,"Census Tract 197, Kings County, New York",36047019700,69089,811,36,047,019700
492,"Census Tract 198, Kings County, New York",36047019800,34653,334,36,047,019800
493,"Census Tract 199, Kings County, New York",36047019900,53934,978,36,047,019900
494,"Census Tract 200, Kings County, New York",36047020000,50610,343,36,047,020000
495,"Census Tract 201, Kings County, New York",36047020100,74556,1223,36,047,020100
496,"Census Tract 202, Kings County, New York",36047020200,79242,167,36,047,020200
497,"Census Tract 203, Kings County, New York",36047020300,48643,521,36,047,020300
498,"Census Tract 204, Kings County, New York",36047020400,66757,162,36,047,020400
499,"Census Tract 205, Kings County, New York",36047020500,70329,977,36,047,020500
500,"Census Tract 206, Kings County, New York",36047020600,63173,259,36,047,020600
501,"Census Tract 207, Kings County, New York",36047020700,95668,1195,36,047,020700
502,"Census Tract 208, Kings County, New York",36047020800,48469,426,36,047,020800
503,"Census Tract 210, Kings County, New York",36047021000,53586,797,36,047,021000
504,"Census Tract 211, Kings County, New York",36047021100,70962,359,36,047,021100
505,"Census Tract 212, Kings County, New York",36047021200,47386,1029,36,047,021200
506,"Census Tract 213, Kings County, New York",36047021300,47083,1671,36,047,021300
507,"Census Tract 214, Kings County, New York",36047021400,27917,361,36,047,021400
508,"Census Tract 215, Kings County, New York",36047021500,63224,1789,36,047,021500
509,"Census Tract 216, Kings County, New York",36047021600,41875,610,36,047,021600
510,"Census Tract 217, Kings County, New York",36047021700,41113,1487,36,047,021700
511,"Census Tract 218, Kings County, New York",36047021800,32333,683,36,047,021800
512,"Census Tract 219, Kings County, New York",36047021900,30856,1315,36,047,021900
513,"Census Tract 220, Kings County, New York",36047022000,30914,920,36,047,022000
514,"Census Tract 221, Kings County, New York",36047022100,38606,1077,36,047,022100
515,"Census Tract 222, Kings County, New York",36047022200,26670,817,36,047,022200
516,"Census Tract 224, Kings County, New York",36047022400,38244,1086,36,047,022400
517,"Census Tract 226, Kings County, New York",36047022600,43421,497,36,047,022600
518,"Census Tract 227, Kings County, New York",36047022700,40660,1036,36,047,022700
519,"Census Tract 228, Kings County, New York",36047022800,43281,581,36,047,022800
520,"Census Tract 229, Kings County, New York",36047022900,51711,1039,36,047,022900
521,"Census Tract 230, Kings County, New York",36047023000,26613,925,36,047,023000
522,"Census Tract 231, Kings County, New York",36047023100,61020,988,36,047,023100
523,"Census Tract 232, Kings County, New York",36047023200,26767,1130,36,047,023200
524,"Census Tract 233, Kings County, New York",36047023300,35530,1459,36,047,023300
525,"Census Tract 234, Kings County, New York",36047023400,36847,1101,36,047,023400
526,"Census Tract 235, Kings County, New York",36047023500,53125,608,36,047,023500
527,"Census Tract 236, Kings County, New York",36047023600,31217,1294,36,047,023600
528,"Census Tract 238, Kings County, New York",36047023800,34123,833,36,047,023800
529,"Census Tract 240, Kings County, New York",36047024000,36769,1046,36,047,024000
530,"Census Tract 241, Kings County, New York",36047024100,39861,681,36,047,024100
531,"Census Tract 242, Kings County, New York",36047024200,42054,447,36,047,024200
532,"Census Tract 243, Kings County, New York",36047024300,26778,1207,36,047,024300
533,"Census Tract 244, Kings County, New York",36047024400,34617,645,36,047,024400
534,"Census Tract 245, Kings County, New York",36047024500,47396,1063,36,047,024500
535,"Census Tract 246, Kings County, New York",36047024600,47917,581,36,047,024600
536,"Census Tract 247, Kings County, New York",36047024700,33480,715,36,047,024700
537,"Census Tract 248, Kings County, New York",36047024800,48176,461,36,047,024800
